0	375.000000
1	379.997512
2	384.402496
3	388.233624
4	391.509568
5	394.249000
6	396.470592
7	398.193016
8	399.434944
9	400.215048
10	400.552000
11	400.464472
12	399.971136
13	399.090664
14	397.841728
15	396.243000
16	394.313152
17	392.070856
18	389.534784
19	386.723608
20	383.656000
21	380.350632
22	376.826176
23	373.101304
24	369.194688
25	365.125000
26	360.910912
27	356.571096
28	352.124224
29	347.588968
30	342.984000
31	338.327992
32	333.639616
33	328.937544
34	324.240448
35	319.567000
36	314.935872
37	310.365736
38	305.875264
39	301.483128
40	297.208000
41	293.068552
42	289.083456
43	285.271384
44	281.651008
45	278.241000
46	275.060032
47	272.126776
48	269.459904
49	267.078088
50	265.000000
51	263.167120
52	261.504960
53	260.008240
54	258.671680
55	257.490000
56	256.457920
57	255.570160
58	254.821440
59	254.206480
60	253.720000
61	253.356720
62	253.111360
63	252.978640
64	252.953280
65	253.030000
66	253.203520
67	253.468560
68	253.819840
69	254.252080
70	254.760000
71	255.338320
72	255.981760
73	256.685040
74	257.442880
75	258.250000
76	259.101120
77	259.990960
78	260.914240
79	261.865680
80	262.840000
81	263.831920
82	264.836160
83	265.847440
84	266.860480
85	267.870000
86	268.870720
87	269.857360
88	270.824640
89	271.767280
90	272.680000
91	273.557520
92	274.394560
93	275.185840
94	275.926080
95	276.610000
96	277.232320
97	277.787760
98	278.271040
99	278.676880
100	279.000000
101	279.226184
102	279.348672
103	279.373368
104	279.306176
105	279.153000
106	278.919744
107	278.612312
108	278.236608
109	277.798536
110	277.304000
111	276.758904
112	276.169152
113	275.540648
114	274.879296
115	274.191000
116	273.481664
117	272.757192
118	272.023488
119	271.286456
120	270.552000
121	269.826024
122	269.114432
123	268.423128
124	267.758016
125	267.125000
126	266.529984
127	265.978872
128	265.477568
129	265.031976
130	264.648000
131	264.331544
132	264.088512
133	263.924808
134	263.846336
135	263.859000
136	263.968704
137	264.181352
138	264.502848
139	264.939096
140	265.496000
141	266.179464
142	266.995392
143	267.949688
144	269.048256
145	270.297000
146	271.701824
147	273.268632
148	275.003328
149	276.911816
150	279.000000
151	281.323472
152	283.922176
153	286.778544
154	289.875008
155	293.194000
156	296.717952
157	300.429296
158	304.310464
159	308.343888
160	312.512000
161	316.797232
162	321.182016
163	325.648784
164	330.179968
165	334.758000
166	339.365312
167	343.984336
168	348.597504
169	353.187248
170	357.736000
171	362.226192
172	366.640256
173	370.960624
174	375.169728
175	379.250000
176	383.183872
177	386.953776
178	390.542144
179	393.931408
180	397.104000
181	400.042352
182	402.728896
183	405.146064
184	407.276288
185	409.102000
186	410.605632
187	411.769616
188	412.576384
189	413.008368
190	413.048000
191	412.677712
192	411.879936
193	410.637104
194	408.931648
195	406.746000
196	404.062592
197	400.863856
198	397.132224
199	392.850128
200	388.000000
201	382.739176
202	377.243008
203	371.520952
204	365.582464
205	359.437000
206	353.094016
207	346.562968
208	339.853312
209	332.974504
210	325.936000
211	318.747256
212	311.417728
213	303.956872
214	296.374144
215	288.679000
216	280.880896
217	272.989288
218	265.013632
219	256.963384
220	248.848000
221	240.676936
222	232.459648
223	224.205592
224	215.924224
225	207.625000
226	199.317376
227	191.010808
228	182.714752
229	174.438664
230	166.192000
231	157.984216
232	149.824768
233	141.723112
234	133.688704
235	125.731000
236	117.859456
237	110.083528
238	102.412672
239	94.856344
240	87.424000
241	80.125096
242	72.969088
243	65.965432
244	59.123584
245	52.453000
246	45.963136
247	39.663448
248	33.563392
249	27.672424
250	22.000000
251	16.618152
252	11.590016
253	6.911704
254	2.579328
255	-1.411000
256	-5.063168
257	-8.381064
258	-11.368576
259	-14.029592
260	-16.368000
261	-18.387688
262	-20.092544
263	-21.486456
264	-22.573312
265	-23.357000
266	-23.841408
267	-24.030424
268	-23.927936
269	-23.537832
270	-22.864000
271	-21.910328
272	-20.680704
273	-19.179016
274	-17.409152
275	-15.375000
276	-13.080448
277	-10.529384
278	-7.725696
279	-4.673272
280	-1.376000
281	2.162232
282	5.937536
283	9.946024
284	14.183808
285	18.647000
286	23.331712
287	28.234056
288	33.350144
289	38.676088
290	44.208000
291	49.941992
292	55.874176
293	62.000664
294	68.317568
295	74.821000
296	81.507072
297	88.371896
298	95.411584
299	102.622248
300	110.000000
301	117.413824
302	124.736192
303	131.968448
304	139.111936
305	146.168000
306	153.137984
307	160.023232
308	166.825088
309	173.544896
310	180.184000
311	186.743744
312	193.225472
313	199.630528
314	205.960256
315	212.216000
316	218.399104
317	224.510912
318	230.552768
319	236.526016
320	242.432000
321	248.272064
322	254.047552
323	259.759808
324	265.410176
325	271.000000
326	276.530624
327	282.003392
328	287.419648
329	292.780736
330	298.088000
331	303.342784
332	308.546432
333	313.700288
334	318.805696
335	323.864000
336	328.876544
337	333.844672
338	338.769728
339	343.653056
340	348.496000
341	353.299904
342	358.066112
343	362.795968
344	367.490816
345	372.152000
346	376.780864
347	381.378752
348	385.947008
349	390.486976
350	395.000000
351	399.282904
352	403.140032
353	406.584008
354	409.627456
355	412.283000
356	414.563264
357	416.480872
358	418.048448
359	419.278616
360	420.184000
361	420.777224
362	421.070912
363	421.077688
364	420.810176
365	420.281000
366	419.502784
367	418.488152
368	417.249728
369	415.800136
370	414.152000
371	412.317944
372	410.310592
373	408.142568
374	405.826496
375	403.375000
376	400.800704
377	398.116232
378	395.334208
379	392.467256
380	389.528000
381	386.529064
382	383.483072
383	380.402648
384	377.300416
385	374.189000
386	371.081024
387	367.989112
388	364.925888
389	361.903976
390	358.936000
391	356.034584
392	353.212352
393	350.481928
394	347.855936
395	345.347000
396	342.967744
397	340.730792
398	338.648768
399	336.734296
400	335.000000
401	333.423200
402	331.969600
403	330.634400
404	329.412800
405	328.300000
406	327.291200
407	326.381600
408	325.566400
409	324.840800
410	324.200000
411	323.639200
412	323.153600
413	322.738400
414	322.388800
415	322.100000
416	321.867200
417	321.685600
418	321.550400
419	321.456800
420	321.400000
421	321.375200
422	321.377600
423	321.402400
424	321.444800
425	321.500000
426	321.563200
427	321.629600
428	321.694400
429	321.752800
430	321.800000
431	321.831200
432	321.841600
433	321.826400
434	321.780800
435	321.700000
436	321.579200
437	321.413600
438	321.198400
439	320.928800
440	320.600000
441	320.207200
442	319.745600
443	319.210400
444	318.596800
445	317.900000
446	317.115200
447	316.237600
448	315.262400
449	314.184800
450	313.000000
451	311.739008
452	310.438464
453	309.102016
454	307.733312
455	306.336000
456	304.913728
457	303.470144
458	302.008896
459	300.533632
460	299.048000
461	297.555648
462	296.060224
463	294.565376
464	293.074752
465	291.592000
466	290.120768
467	288.664704
468	287.227456
469	285.812672
470	284.424000
471	283.065088
472	281.739584
473	280.451136
474	279.203392
475	278.000000
476	276.844608
477	275.740864
478	274.692416
479	273.702912
480	272.776000
481	271.915328
482	271.124544
483	270.407296
484	269.767232
485	269.208000
486	268.733248
487	268.346624
488	268.051776
489	267.852352
490	267.752000
491	267.754368
